policy_number,policyholder_id,vehicle_vin,policy_type,coverage_level,currency,status,premium_amount,coverage_amount,deductible,start_date,end_date,has_roadside_assistance,has_rental_coverage,has_glass_coverage
POL-717587121523,ZW-PH-1834220595,21RVUXX69VEE5HXGM,COLLISION,STANDARD,USD,EXPIRED,246.00,7494.49,556.09,2024-10-17,2025-10-17,True,False,False
POL-618461483349,ZW-PH-3571335981,1S8SL6AB7BHAFDEW8,COLLISION,BASIC,ZWG,CANCELLED,2097.69,40326.60,3822.96,2025-02-26,2026-02-26,False,False,False
POL-175031220350,ZW-PH-5877304424,GSMBL4NURV328ZY2D,COMPREHENSIVE,BASIC,USD,ACTIVE,288.65,6526.10,569.73,2025-12-05,2026-12-05,False,False,False
POL-580093360959,ZW-PH-0563538312,5MCSF0DKMR9VSYFN6,THIRD_PARTY,STANDARD,USD,CANCELLED,1132.17,9936.42,617.05,2024-06-03,2025-06-03,True,False,True
POL-247942922707,ZW-PH-8765974189,VVZ899E6VV3ZKDHYW,COMPREHENSIVE,PREMIUM,USD,EXPIRED,917.70,19197.62,875.41,2025-04-02,2026-04-02,True,False,False
POL-192507917514,ZW-PH-8765974189,8T37NU1HCFC0ZM4C0,THIRD_PARTY,PREMIUM,USD,CANCELLED,144.00,2150.07,113.74,2025-07-11,2026-07-11,True,True,False
POL-528504690533,ZW-PH-4026495361,VB7VWLNRGLUG6GJKM,THIRD_PARTY,STANDARD,ZWG,CANCELLED,738.61,14339.39,960.74,2025-03-20,2026-03-20,False,False,False
POL-591333466994,ZW-PH-9493009412,DE81KMBMY0ZSKFWPH,THIRD_PARTY,PREMIUM,USD,ACTIVE,565.57,8491.40,374.47,2025-10-07,2026-10-07,False,False,True
POL-037468527617,ZW-PH-6447641554,8R0KNHV015UMXR39T,COLLISION,STANDARD,USD,ACTIVE,532.06,6092.09,377.71,2025-06-27,2026-06-27,False,False,False
POL-331321696955,ZW-PH-3745474972,WARJ5D4LCSYHRE46H,COMPREHENSIVE,STANDARD,USD,CANCELLED,284.03,12103.17,968.25,2024-06-11,2025-06-11,True,False,True
POL-389474038409,ZW-PH-5099588743,G5MN7PRJ6G6CDDPHK,THIRD_PARTY,PREMIUM,USD,ACTIVE,1669.92,11966.63,481.06,2025-09-16,2026-09-16,True,True,False
POL-640902771954,ZW-PH-8254626756,YG4NTGL60L1KFTYH6,COMPREHENSIVE,BASIC,ZWG,ACTIVE,447.38,12618.68,1183.63,2025-07-12,2026-07-12,False,False,False
POL-576410332246,ZW-PH-4973107330,AZK8KE781CKFJSG6R,COMPREHENSIVE,STANDARD,USD,CANCELLED,636.82,26895.27,2095.14,2024-11-20,2025-11-20,True,False,False
POL-628395487280,ZW-PH-8775098459,F71G58JLKNPY2XRYN,COMPREHENSIVE,BASIC,USD,CANCELLED,56.78,1981.95,168.47,2026-01-28,2027-01-28,True,False,False
POL-898347126352,ZW-PH-9007018646,F8YSWNKWX5MLSPEPB,THIRD_PARTY,STANDARD,ZWG,EXPIRED,284.07,3907.01,267.24,2024-09-18,2025-09-18,False,False,True
POL-600891382392,ZW-PH-8775311465,NF6FM8UBVM6PAB02K,COLLISION,STANDARD,USD,ACTIVE,899.42,17154.56,1269.44,2025-06-25,2026-06-25,True,False,True
POL-502162150441,ZW-PH-9968954620,BFG3J1EHUZC08X9W2,THIRD_PARTY,STANDARD,USD,ACTIVE,207.79,4884.52,330.19,2025-06-06,2026-06-06,False,True,False
POL-183124048001,ZW-PH-5042613413,24LLZ3NSG6FAULZ4X,COMPREHENSIVE,BASIC,USD,ACTIVE,236.77,6546.45,619.95,2025-06-15,2026-06-15,False,False,False
POL-905989765837,ZW-PH-5090470547,D90XWJGX991K8BKH5,THIRD_PARTY,PREMIUM,USD,EXPIRED,1210.99,10693.58,448.06,2025-03-16,2026-03-16,True,False,False
POL-078240461042,ZW-PH-5090470547,ZPF4UUL58YRETGA6L,LIABILITY,PREMIUM,USD,EXPIRED,838.85,12808.09,653.21,2024-11-26,2025-11-26,True,True,True
POL-237647517284,ZW-PH-6639593034,3P2KR4KS4F7B6264Y,COLLISION,PREMIUM,USD,ACTIVE,547.99,7214.95,319.62,2025-11-02,2026-11-02,True,False,True
POL-651853014247,ZW-PH-0829126485,FWDJBDEHR3P3PEDVF,COMPREHENSIVE,PREMIUM,USD,ACTIVE,830.54,22559.73,1335.54,2025-06-03,2026-06-03,False,True,True
POL-640630577791,ZW-PH-0829126485,Y20S99VGU8H004FX5,COMPREHENSIVE,PREMIUM,USD,ACTIVE,2118.14,21395.30,1078.32,2026-04-04,2027-04-04,True,True,True
POL-121256900158,ZW-PH-1972986612,0XJMCDNYGBA25CA0D,COLLISION,BASIC,USD,EXPIRED,359.83,9635.23,801.65,2024-05-11,2025-05-11,True,False,False
POL-715840461568,ZW-PH-1972986612,NNE2JJLR5L1F32PG8,COLLISION,BASIC,USD,EXPIRED,230.35,4872.48,433.65,2024-04-29,2025-04-29,True,False,False
POL-435842636144,ZW-PH-6791534840,UN3E032W4TJ01B3S2,COMPREHENSIVE,STANDARD,USD,EXPIRED,633.95,17494.95,1198.40,2024-06-18,2025-06-18,False,True,False
POL-693959062311,ZW-PH-1787485139,4E7AUYZX2GNPX336G,COMPREHENSIVE,STANDARD,USD,CANCELLED,913.90,25865.46,1947.67,2025-02-07,2026-02-07,False,False,False
POL-067230964617,ZW-PH-1787485139,ZX1GAJKEW54UH4EZC,COMPREHENSIVE,BASIC,ZWG,EXPIRED,666.85,14748.93,1348.05,2024-07-15,2025-07-15,False,False,False
POL-763802394755,ZW-PH-9075586461,6BMLA4RTZ3WXXE71V,COMPREHENSIVE,BASIC,USD,EXPIRED,343.22,6946.07,587.64,2024-06-07,2025-06-07,False,True,False
POL-622247965778,ZW-PH-7491258756,0NR86S0LW0Z073ZXM,COMPREHENSIVE,BASIC,USD,ACTIVE,441.19,11725.40,1050.60,2026-03-03,2027-03-03,False,False,False
POL-422665955365,ZW-PH-6549030016,MLFK4C1310UY7R805,COMPREHENSIVE,BASIC,USD,ACTIVE,387.22,13545.56,1212.33,2026-01-09,2027-01-09,False,False,False
POL-975037465787,ZW-PH-2191117750,1V2C6ANLUZGMR1HYS,COMPREHENSIVE,STANDARD,USD,ACTIVE,666.80,10951.88,865.20,2026-01-02,2027-01-02,False,False,False
POL-382099920299,ZW-PH-2447757893,L8NPT3YB6VAXZ0X7X,THIRD_PARTY,STANDARD,ZWG,ACTIVE,347.58,8362.50,515.97,2025-12-07,2026-12-07,True,False,False
POL-138160161449,ZW-PH-7981484016,9XBUM259MA32KCR42,COMPREHENSIVE,PREMIUM,ZWG,EXPIRED,641.77,10405.86,518.21,2024-12-13,2025-12-13,True,True,True
POL-144017462876,ZW-PH-3626590330,1Y00A8SA4F1UX4EY6,COLLISION,STANDARD,USD,EXPIRED,617.18,16021.82,1161.58,2024-10-01,2025-10-01,False,False,False
POL-106432819280,ZW-PH-8030842763,16RSXK3UZRN4N2WKR,COMPREHENSIVE,STANDARD,USD,EXPIRED,1363.63,15000.11,1114.51,2024-10-13,2025-10-13,False,True,False
POL-802723233230,ZW-PH-2486264112,JXKVSTK82WYC8ACU5,THIRD_PARTY,BASIC,USD,EXPIRED,656.67,17692.17,1760.37,2024-12-15,2025-12-15,False,True,False
POL-798736120609,ZW-PH-8218353724,Y4S8PECG2LUPLDHEK,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,408.92,8799.62,681.97,2025-04-06,2026-04-06,False,False,False
POL-684288430275,ZW-PH-8218353724,T31VXSD6ZN5GL1JN6,THIRD_PARTY,PREMIUM,USD,ACTIVE,140.85,4023.00,178.62,2025-05-17,2026-05-17,True,True,True
POL-520616297452,ZW-PH-8218353724,HCBE1WB09J9L5MZJZ,COLLISION,STANDARD,USD,ACTIVE,734.73,23822.81,1467.49,2025-12-30,2026-12-30,True,False,False
POL-489898661992,ZW-PH-4099939728,3TE9RLKMEDYSXJK5U,THIRD_PARTY,STANDARD,USD,ACTIVE,393.29,7442.47,532.88,2025-12-18,2026-12-18,False,False,False
POL-577294226670,ZW-PH-5987867347,VVFJ2N8JEUKE7WFLJ,COMPREHENSIVE,PREMIUM,ZWG,EXPIRED,1935.97,18872.76,809.64,2024-11-03,2025-11-03,False,True,True
POL-515161882187,ZW-PH-2298273422,NL9TAU6TNX1GF0AH2,COMPREHENSIVE,STANDARD,USD,ACTIVE,216.95,6381.47,395.65,2025-08-11,2026-08-11,True,True,False
POL-510620546009,ZW-PH-2633395525,MJRR6H1VUCP12WXVE,LIABILITY,BASIC,ZWG,EXPIRED,360.43,6926.15,654.52,2024-12-07,2025-12-07,False,False,False
POL-131330415522,ZW-PH-4954171322,SYRBTXZ9YY4K63K4S,COLLISION,STANDARD,USD,ACTIVE,199.57,7417.76,505.15,2025-08-22,2026-08-22,False,False,False
POL-029769395922,ZW-PH-7795206300,8UNHDAVGMZTSNZZSB,COMPREHENSIVE,PREMIUM,USD,ACTIVE,428.79,6455.73,311.17,2026-04-23,2027-04-23,True,True,False
POL-659543114654,ZW-PH-6059667956,60L8BY4WX1ZD4Y3HY,COMPREHENSIVE,STANDARD,USD,ACTIVE,212.50,3777.24,256.85,2026-01-06,2027-01-06,True,True,False
POL-988610935281,ZW-PH-7748398209,UH0N2UUKN5D55K5F3,COMPREHENSIVE,BASIC,ZWG,ACTIVE,576.16,22023.06,1946.84,2026-03-20,2027-03-20,False,False,False
POL-843744997596,ZW-PH-3440117948,7DA4MFL5A48ES4CZZ,THIRD_PARTY,BASIC,USD,EXPIRED,1078.63,13606.40,1225.94,2024-10-17,2025-10-17,False,False,False
POL-927484792211,ZW-PH-3440117948,7K0LA744D28JRJ1AS,COLLISION,PREMIUM,ZWG,CANCELLED,2294.03,24101.72,1021.91,2025-04-05,2026-04-05,False,False,True
POL-518934676729,ZW-PH-1744556987,MDTNUP3C0BAMC9UNY,COLLISION,BASIC,USD,ACTIVE,611.50,28396.36,2305.78,2025-12-12,2026-12-12,False,False,False
POL-179179954983,ZW-PH-1254977758,MUYTN2SDZD7H0EGB1,COMPREHENSIVE,PREMIUM,ZWG,ACTIVE,936.40,14588.97,849.08,2026-02-17,2027-02-17,False,True,False
POL-182579936900,ZW-PH-1274627571,KLBS38RH5YCPGBK0V,COMPREHENSIVE,BASIC,USD,CANCELLED,562.68,17417.54,1576.29,2026-03-11,2027-03-11,False,False,False
POL-793431651322,ZW-PH-5974257668,R4A8N5D45GW509LRH,COLLISION,STANDARD,USD,ACTIVE,725.00,7282.52,548.37,2025-08-16,2026-08-16,True,False,False
POL-363979059706,ZW-PH-5032757968,LPRJLKWNKZFP4V2YM,COLLISION,STANDARD,USD,CANCELLED,682.60,14445.49,1154.19,2024-05-30,2025-05-30,True,True,False
POL-612076563155,ZW-PH-5449556401,7HCX1G0FR86TGBWZ3,COLLISION,STANDARD,USD,CANCELLED,150.53,3391.01,215.67,2025-06-27,2026-06-27,False,True,False
POL-385671818602,ZW-PH-1676170663,S9DXCJUAC15CH4ZFD,COLLISION,BASIC,USD,EXPIRED,280.79,8445.08,722.90,2025-03-17,2026-03-17,True,False,False
POL-993868414308,ZW-PH-5493105309,RPKNU76LV6NZU4GPL,THIRD_PARTY,STANDARD,USD,CANCELLED,102.37,1447.21,115.63,2026-03-03,2027-03-03,True,True,False
POL-507099928361,ZW-PH-5493105309,UE1MESX2N6EPZWN44,COLLISION,BASIC,USD,EXPIRED,659.92,15867.14,1329.67,2025-03-24,2026-03-24,False,False,False
POL-612306412160,ZW-PH-5517615485,7TSZ3XA6L1PEYJS4H,COMPREHENSIVE,STANDARD,USD,ACTIVE,421.39,13611.81,833.04,2026-03-12,2027-03-12,False,False,True
POL-247731785902,ZW-PH-5517615485,A1MCS5GCHYTRVFXUA,COMPREHENSIVE,PREMIUM,ZWG,ACTIVE,192.48,3367.89,169.74,2025-12-23,2026-12-23,True,True,False
POL-731898467078,ZW-PH-6327429345,ZW0PGYC1HLXVT6RY9,LIABILITY,STANDARD,USD,ACTIVE,374.13,3522.17,251.48,2025-04-25,2026-04-25,True,False,False
POL-604276210380,ZW-PH-0637243297,7X228FAXFYB6J4N5P,COMPREHENSIVE,BASIC,USD,EXPIRED,772.77,18683.12,1563.78,2024-07-20,2025-07-20,True,False,False
POL-485054995733,ZW-PH-8415450709,CDVYBB7N5XSK7S07K,THIRD_PARTY,BASIC,USD,EXPIRED,89.56,2708.77,222.93,2024-08-08,2025-08-08,False,True,False
POL-244100311581,ZW-PH-1993867080,NHPLPARKGF34A9CNP,LIABILITY,STANDARD,USD,EXPIRED,1082.09,20937.03,1478.15,2024-05-02,2025-05-02,False,True,False
POL-695633219970,ZW-PH-1993867080,R2C4H7VZGM14K8NGF,THIRD_PARTY,STANDARD,ZWG,EXPIRED,876.99,12454.13,853.11,2024-05-28,2025-05-28,False,False,False
POL-944715548081,ZW-PH-2703497387,U101VWFABW95HZ8Y4,COMPREHENSIVE,STANDARD,USD,ACTIVE,154.86,3099.81,215.75,2025-12-19,2026-12-19,True,True,False
POL-832561381766,ZW-PH-2627937219,G6R52DG7YFNPVTPZV,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,571.58,17066.46,1211.72,2025-10-15,2026-10-15,True,False,False
POL-063002031523,ZW-PH-2627937219,0USELM4AJ77AJJRT1,COMPREHENSIVE,PREMIUM,ZWG,CANCELLED,874.76,16256.55,908.74,2024-11-30,2025-11-30,False,True,True
POL-129827640698,ZW-PH-7181156346,YZ9YY5E0HEEFRR50N,COLLISION,STANDARD,USD,CANCELLED,105.05,3411.86,226.55,2024-09-02,2025-09-02,True,True,False
POL-104301824714,ZW-PH-2283385935,MWZBZGMFJEKJUH0D8,COMPREHENSIVE,PREMIUM,USD,EXPIRED,606.79,13745.06,551.18,2025-03-07,2026-03-07,True,True,False
POL-145706757068,ZW-PH-8627997790,07GKYR9J5VSKJ8RM7,COMPREHENSIVE,PREMIUM,USD,CANCELLED,815.57,17992.56,1034.57,2025-02-07,2026-02-07,True,True,True
POL-608713558441,ZW-PH-8834647530,DY3KEXZTCBF5WW8AL,COMPREHENSIVE,BASIC,USD,EXPIRED,121.31,3940.62,353.47,2025-04-15,2026-04-15,False,False,True
POL-722550952927,ZW-PH-8834647530,GRBFFBAYSBH2DDM6U,COMPREHENSIVE,STANDARD,USD,CANCELLED,424.79,9858.30,690.08,2025-04-12,2026-04-12,False,False,False
POL-046815877145,ZW-PH-3039391473,AVXSZW7DRNWCP4TTS,COLLISION,BASIC,USD,CANCELLED,792.16,16748.15,1539.15,2024-06-26,2025-06-26,False,False,False
POL-143431076710,ZW-PH-6436606081,CL8YG44Z6Z7W63CWR,COMPREHENSIVE,BASIC,USD,ACTIVE,178.88,6631.41,615.39,2026-01-07,2027-01-07,False,False,False
POL-237715585444,ZW-PH-6744218611,NU0U9P3DYJHSNCL59,LIABILITY,BASIC,USD,ACTIVE,235.28,5691.74,548.11,2025-05-31,2026-05-31,False,True,False
POL-590011718434,ZW-PH-6744218611,HHRJ910VBDD6JFKJF,COMPREHENSIVE,STANDARD,USD,CANCELLED,437.71,11461.13,848.12,2024-12-01,2025-12-01,False,True,False
POL-849681698062,ZW-PH-1413512591,BYHN0UWA9XBB5BAWP,COMPREHENSIVE,STANDARD,USD,ACTIVE,259.85,10067.79,736.96,2025-10-17,2026-10-17,True,True,False
POL-627893092348,ZW-PH-6009457570,AVVA8KUBRBDXNA3LF,COLLISION,STANDARD,USD,ACTIVE,548.75,5567.90,382.51,2026-01-18,2027-01-18,False,False,False
POL-332633808071,ZW-PH-8516049099,8JST32PV1AX31590Z,COLLISION,STANDARD,USD,CANCELLED,323.09,11488.42,892.65,2025-02-08,2026-02-08,False,True,False
POL-284116771618,ZW-PH-8516049099,YFRP65VRTJENR09C5,COMPREHENSIVE,BASIC,USD,ACTIVE,304.28,8023.53,641.88,2025-12-15,2026-12-15,False,False,False
POL-023745523031,ZW-PH-3325437190,X9C40A58M7K5PY7ED,THIRD_PARTY,STANDARD,USD,CANCELLED,860.21,13484.37,1066.61,2024-06-03,2025-06-03,False,False,False
POL-894366259355,ZW-PH-3325437190,4D9LWTP62C9K13RHH,COMPREHENSIVE,BASIC,USD,ACTIVE,718.91,20742.66,1906.25,2026-03-09,2027-03-09,False,False,False
POL-256331235094,ZW-PH-6912561107,98FPMC6E9DM37476C,COLLISION,BASIC,USD,EXPIRED,183.04,3585.67,323.43,2025-02-24,2026-02-24,True,False,False
POL-924236744560,ZW-PH-3711948101,D793HDCP0H5F416MZ,COMPREHENSIVE,PREMIUM,USD,EXPIRED,895.06,11719.68,641.07,2024-04-23,2025-04-23,True,False,False
POL-146289383768,ZW-PH-3711948101,GX0GED2V2BAT5C064,COLLISION,PREMIUM,USD,ACTIVE,749.47,16673.47,808.66,2025-09-19,2026-09-19,True,True,False
POL-054951093661,ZW-PH-3711948101,6J0MNSRNW0EGRDT1B,COMPREHENSIVE,PREMIUM,USD,CANCELLED,897.28,21361.71,1281.70,2026-03-17,2027-03-17,True,True,True
POL-535015873869,ZW-PH-3369880848,E8RPNHH115Z73XR17,THIRD_PARTY,PREMIUM,USD,ACTIVE,2328.71,18237.03,778.72,2026-03-25,2027-03-25,True,True,False
POL-953075976622,ZW-PH-1155851736,D745JBB5BZJB4G7LM,COMPREHENSIVE,STANDARD,USD,CANCELLED,2140.55,46955.28,3568.60,2026-01-26,2027-01-26,True,False,True
POL-601803292684,ZW-PH-7736588210,F3FJU5A2P30MSPLV8,COMPREHENSIVE,PREMIUM,ZWG,EXPIRED,338.97,10851.00,529.53,2024-10-07,2025-10-07,True,False,True
POL-025881554082,ZW-PH-3562856229,SZDFFYJJVKR33UU2P,THIRD_PARTY,STANDARD,USD,CANCELLED,336.94,5235.09,344.47,2025-01-20,2026-01-20,False,False,False
POL-336728614221,ZW-PH-3562856229,HUR2YD2GWLN7YEMVD,COMPREHENSIVE,STANDARD,USD,SUSPENDED,297.00,7032.05,429.66,2025-06-24,2026-06-24,True,False,False
POL-319543286646,ZW-PH-6544828163,S88V3CYY8VF7VC4G7,THIRD_PARTY,PREMIUM,USD,ACTIVE,569.69,9258.76,375.91,2026-01-27,2027-01-27,False,True,True
POL-814272791202,ZW-PH-4650552771,PC70NFS0L348L5P4M,COLLISION,BASIC,ZWG,ACTIVE,546.87,12005.64,1199.36,2025-07-04,2026-07-04,False,True,False
POL-172702117380,ZW-PH-7012919620,3YTVGEBMXBVXH90YG,THIRD_PARTY,PREMIUM,USD,CANCELLED,903.57,9956.61,447.05,2026-01-19,2027-01-19,True,True,True
POL-202559967841,ZW-PH-6507961368,RB7YW9SHZKYGYWW1E,COMPREHENSIVE,PREMIUM,ZWG,SUSPENDED,498.15,8058.72,423.89,2025-07-26,2026-07-26,True,True,False
POL-547437902600,ZW-PH-2003718675,GC07L80F6MLHD3716,LIABILITY,STANDARD,USD,ACTIVE,942.34,5828.27,455.19,2025-07-01,2026-07-01,False,False,True
POL-045343119155,ZW-PH-0502980969,G8E1U8105TUDPZ860,COLLISION,PREMIUM,ZWG,ACTIVE,629.81,13269.23,769.62,2026-02-17,2027-02-17,True,False,True
POL-148161127656,ZW-PH-2227523968,JEA5Y45BYK26RXH7S,LIABILITY,STANDARD,USD,ACTIVE,368.20,5056.80,377.24,2025-11-17,2026-11-17,False,False,True
POL-880523351578,ZW-PH-4381103791,8JZ56UTWM2L8X4EDY,THIRD_PARTY,STANDARD,USD,ACTIVE,1194.31,18804.30,1380.24,2026-01-26,2027-01-26,False,False,True
POL-913247242900,ZW-PH-7892817875,6Y3G8TE69T4KRHR71,COLLISION,PREMIUM,USD,ACTIVE,313.30,8263.74,402.44,2026-02-18,2027-02-18,True,False,False
POL-631994049558,ZW-PH-2264243166,CTRTTFPJ1GLA5AY3V,THIRD_PARTY,PREMIUM,USD,ACTIVE,770.71,8219.53,378.92,2026-01-13,2027-01-13,True,False,False
POL-086620471187,ZW-PH-8899847904,95KE2B1FLZF5SA81B,THIRD_PARTY,STANDARD,USD,ACTIVE,308.12,5485.86,330.25,2025-05-17,2026-05-17,False,False,False
POL-927166466815,ZW-PH-1252692180,PRX7A2FSE1HD7Y9TP,COMPREHENSIVE,BASIC,USD,ACTIVE,356.44,15744.59,1569.74,2025-04-25,2026-04-25,False,False,False
POL-282391964405,ZW-PH-3268347414,8VK7FUPEN80K6D563,COMPREHENSIVE,STANDARD,ZWG,ACTIVE,274.04,6932.43,424.96,2025-05-23,2026-05-23,False,False,False
POL-357377338890,ZW-PH-9917372454,AZAYWUPS3EJLLAEFF,COMPREHENSIVE,STANDARD,USD,ACTIVE,302.74,9087.09,636.10,2025-08-16,2026-08-16,True,False,True
POL-270697263006,ZW-PH-9001431486,UV7ZJUYJ7FZH8ET1R,THIRD_PARTY,PREMIUM,ZWG,CANCELLED,190.06,2404.24,106.75,2025-01-06,2026-01-06,False,False,False
POL-321337502982,ZW-PH-8624455835,F2MMKRFABJUXZXTJJ,COLLISION,STANDARD,USD,ACTIVE,251.25,6569.41,404.68,2026-01-25,2027-01-25,True,True,False
POL-568247182200,ZW-PH-8624455835,69BY42JYSJRYSMTWR,LIABILITY,STANDARD,USD,ACTIVE,230.54,5259.90,398.17,2025-09-28,2026-09-28,True,False,False
POL-379575529968,ZW-PH-5451112084,BR1ZS28F76D16SXFU,THIRD_PARTY,STANDARD,USD,EXPIRED,398.46,4553.55,296.44,2024-12-19,2025-12-19,False,False,False
POL-165450779333,ZW-PH-3896064643,DLLZS5SNBP05JWWT9,COMPREHENSIVE,BASIC,USD,ACTIVE,102.48,5249.45,481.37,2025-10-13,2026-10-13,False,False,False
POL-663485340256,ZW-PH-3896064643,VHDU3DLLZ9GXB4T5A,COMPREHENSIVE,STANDARD,USD,EXPIRED,569.66,13399.65,1025.07,2024-06-19,2025-06-19,False,False,True
POL-063287480506,ZW-PH-1638557074,U0V9SEFW5SBW6H3Y4,COMPREHENSIVE,STANDARD,USD,CANCELLED,942.15,15716.58,1021.58,2025-01-10,2026-01-10,False,True,True
POL-102771431018,ZW-PH-7387844120,SSNXUP5J4WDMBMZR9,COMPREHENSIVE,STANDARD,USD,ACTIVE,299.83,10733.73,675.15,2025-11-18,2026-11-18,False,False,False
POL-036614084159,ZW-PH-8213034046,DM8T896ECDJK1N5UP,LIABILITY,STANDARD,USD,CANCELLED,309.74,4558.35,291.28,2024-06-09,2025-06-09,True,True,True
POL-448375382956,ZW-PH-1120844281,CNUJY82WTRK93XV2S,COMPREHENSIVE,PREMIUM,USD,EXPIRED,740.70,19350.75,1132.02,2024-05-14,2025-05-14,True,True,True
POL-971899091964,ZW-PH-7998665071,FPSJWS1GGL1CGXES5,COMPREHENSIVE,STANDARD,USD,EXPIRED,101.65,2104.22,166.44,2025-03-30,2026-03-30,True,True,False
POL-732658563113,ZW-PH-8166447904,CLPNNVWJ5ZNHR95GN,COMPREHENSIVE,PREMIUM,USD,EXPIRED,1385.27,43181.22,2409.51,2025-02-21,2026-02-21,True,False,False
POL-836109806036,ZW-PH-5453630949,PL70VNSB8NFL4DGLE,LIABILITY,STANDARD,USD,CANCELLED,1678.10,28244.28,1779.39,2025-07-13,2026-07-13,False,False,False
POL-552334084379,ZW-PH-5453630949,CF2DK7PP7YTA9TWJX,COMPREHENSIVE,STANDARD,USD,EXPIRED,288.64,9788.19,693.00,2024-08-09,2025-08-09,True,False,True
POL-058841674572,ZW-PH-1878320010,XA0JXRJTDVB7U1M3W,THIRD_PARTY,STANDARD,USD,CANCELLED,819.89,8009.78,574.30,2025-04-20,2026-04-20,True,False,False
POL-153821385451,ZW-PH-5216557238,B7MJ0DF28FJK237XJ,LIABILITY,STANDARD,USD,EXPIRED,1061.90,9755.21,715.06,2024-12-08,2025-12-08,False,False,False
POL-044915674342,ZW-PH-1388489246,PF1XKXW5BG0F8DNUH,LIABILITY,STANDARD,USD,SUSPENDED,343.44,5558.54,444.68,2026-03-03,2027-03-03,False,False,True
POL-764712601974,ZW-PH-7331849411,U40BE4HMCY259XGX7,THIRD_PARTY,BASIC,ZWG,EXPIRED,350.51,4752.88,430.14,2024-09-20,2025-09-20,False,False,False
POL-152269185769,ZW-PH-6000136411,ZJP7C6RWP2PBUXT9T,COMPREHENSIVE,STANDARD,USD,EXPIRED,409.01,16581.03,1223.68,2024-09-07,2025-09-07,False,False,False
POL-385482167448,ZW-PH-0586720900,Y0GFSRTLLKSZAB231,COLLISION,BASIC,ZWG,EXPIRED,874.82,10551.01,1039.27,2024-05-17,2025-05-17,False,False,False
POL-906841444801,ZW-PH-2453153234,7M8NN6XUU4E9WAVJH,LIABILITY,PREMIUM,USD,CANCELLED,529.64,10275.10,457.24,2025-12-02,2026-12-02,False,True,False
POL-515789430950,ZW-PH-2570574392,5T7ZT7X183RLJX72B,THIRD_PARTY,STANDARD,ZWG,EXPIRED,596.01,9991.71,746.38,2024-06-10,2025-06-10,False,True,False
POL-589689730115,ZW-PH-2430378789,6N98Z2ME127FCCE5D,COMPREHENSIVE,PREMIUM,ZWG,ACTIVE,203.25,5555.28,325.54,2026-01-11,2027-01-11,False,False,False
POL-178113433739,ZW-PH-6449729464,DZ2SZDS7KPUKVNVTL,COLLISION,PREMIUM,USD,CANCELLED,1761.22,29538.35,1237.66,2024-12-16,2025-12-16,True,False,False
POL-564350326344,ZW-PH-6449729464,1YRDDK1PNZV7G0Z58,COLLISION,STANDARD,ZWG,CANCELLED,338.66,4816.31,332.81,2024-07-01,2025-07-01,True,True,False
POL-759424626902,ZW-PH-3989514881,WEG6WHA2NJ1B3XKJZ,THIRD_PARTY,BASIC,USD,ACTIVE,794.05,7800.33,770.67,2025-07-21,2026-07-21,False,False,False
POL-943958790384,ZW-PH-7340884008,8D5BPTSEBBKRKM808,THIRD_PARTY,STANDARD,USD,ACTIVE,351.82,2034.33,154.00,2025-05-25,2026-05-25,False,False,False
POL-225127338787,ZW-PH-0149885868,PVB94JUT0MU2218XW,COMPREHENSIVE,BASIC,USD,CANCELLED,414.95,10110.47,928.14,2024-11-01,2025-11-01,False,False,True
POL-598233045391,ZW-PH-0158295511,VS1HHZP35MR2LGH11,THIRD_PARTY,BASIC,ZWG,CANCELLED,294.57,7275.13,673.68,2025-09-13,2026-09-13,False,False,False
POL-110627194891,ZW-PH-0158295511,43D7KJHMBU3W34BWP,COMPREHENSIVE,STANDARD,ZWG,EXPIRED,348.87,5392.85,382.35,2025-03-24,2026-03-24,True,True,False
POL-641875342236,ZW-PH-8187406180,46LEFTAWEM04LK52F,COMPREHENSIVE,STANDARD,USD,ACTIVE,577.87,18188.84,1169.54,2025-11-03,2026-11-03,True,True,False
POL-518393448752,ZW-PH-8543651043,HFBWU0HEHCTYG1GKS,COMPREHENSIVE,STANDARD,USD,ACTIVE,1122.52,17646.39,1364.07,2026-03-29,2027-03-29,False,True,True
POL-522137630033,ZW-PH-2837904856,MYVTXY017977ZZ5L5,THIRD_PARTY,STANDARD,ZWG,EXPIRED,1053.01,14197.49,898.70,2024-07-07,2025-07-07,True,False,False
POL-524687838733,ZW-PH-1489314025,WUVP156CVXCCT4W64,COMPREHENSIVE,BASIC,USD,EXPIRED,558.43,11226.42,1046.30,2024-07-01,2025-07-01,False,False,True
POL-875605032820,ZW-PH-1489314025,JMFPVE7C4KRWAEJTD,COLLISION,STANDARD,USD,EXPIRED,295.87,6283.39,385.17,2025-01-21,2026-01-21,False,False,False
POL-246035668188,ZW-PH-5134940985,G9CE81YK9G33UN6SA,COMPREHENSIVE,BASIC,USD,EXPIRED,245.51,6555.08,627.32,2025-01-06,2026-01-06,False,False,False
POL-645832656911,ZW-PH-5134940985,WG4HY37KA6P1SY4NE,COLLISION,BASIC,ZWG,EXPIRED,205.91,5092.67,421.67,2025-03-04,2026-03-04,False,False,False
